what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343535109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343545515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343643578
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1227343645609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343650703
opened,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343662937
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343662968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343663000
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343667375
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1227343691734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343698312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343703796
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227343703984
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227343704031
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1227343706812
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227343707031
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343709328
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343710390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343777046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343967578
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343970734
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227343971781
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227343972953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227343975203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227344333281
