what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227347244031
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227347245375
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227347245375
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1227347246296
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1227347246296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227347251734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227347255406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227347257812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349159734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349221906
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227349225625
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227349225718
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1227349233156
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349237515
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227349238296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349238406
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1227349238437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349240187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349240421
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1227349240468
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227349244078
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227349244171
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1227349250406
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227349250406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227349252750
